journey_id,storm_id,storm_name,system_status,lat,lon,max_sustained_wind,datetime,system_status_desc
3,AL022024,BERYL,TS,20.9,-88.8,60,2024-07-05 18:00:00,Tropical Storm (34-63 knots)
3,AL022024,BERYL,TS,21.4,-89.8,50,2024-07-06 00:00:00,Tropical Storm (34-63 knots)
3,AL022024,BERYL,TS,21.9,-90.9,45,2024-07-06 06:00:00,Tropical Storm (34-63 knots)
3,AL022024,BERYL,TS,22.6,-91.8,50,2024-07-06 12:00:00,Tropical Storm (34-63 knots)
3,AL022024,BERYL,TS,23.6,-92.7,50,2024-07-06 18:00:00,Tropical Storm (34-63 knots)
3,AL022024,BERYL,TS,24.4,-93.6,50,2024-07-07 00:00:00,Tropical Storm (34-63 knots)
3,AL022024,BERYL,TS,24.9,-94.3,50,2024-07-07 06:00:00,Tropical Storm (34-63 knots)
3,AL022024,BERYL,TS,25.5,-94.9,55,2024-07-07 12:00:00,Tropical Storm (34-63 knots)
3,AL022024,BERYL,TS,26.3,-95.4,55,2024-07-07 18:00:00,Tropical Storm (34-63 knots)
3,AL022024,BERYL,TS,27.1,-95.7,60,2024-07-08 00:00:00,Tropical Storm (34-63 knots)
3,AL022024,BERYL,HU,28.2,-95.9,70,2024-07-08 06:00:00,Hurricane (>64 knots)
3,AL022024,BERYL,HU,28.6,-96.0,80,2024-07-08 08:40:00,Hurricane (>64 knots)
3,AL022024,BERYL,HU,29.3,-96.0,70,2024-07-08 12:00:00,Hurricane (>64 knots)
3,AL022024,BERYL,TS,30.7,-95.6,50,2024-07-08 18:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,TS,23.1,-82.6,35,2024-08-03 18:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,TS,23.9,-83.2,35,2024-08-04 00:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,TS,25.0,-83.8,40,2024-08-04 06:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,TS,26.2,-84.3,50,2024-08-04 12:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,TS,27.3,-84.3,60,2024-08-04 18:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,HU,28.3,-84.1,70,2024-08-05 00:00:00,Hurricane (>64 knots)
3,AL042024,DEBBY,HU,29.1,-83.9,70,2024-08-05 06:00:00,Hurricane (>64 knots)
3,AL042024,DEBBY,HU,29.7,-83.5,70,2024-08-05 11:00:00,Hurricane (>64 knots)
3,AL042024,DEBBY,HU,29.9,-83.4,65,2024-08-05 12:00:00,Hurricane (>64 knots)
3,AL042024,DEBBY,TS,30.4,-83.0,50,2024-08-05 18:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,TS,30.8,-82.3,45,2024-08-06 00:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,TS,31.3,-81.8,45,2024-08-06 06:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,TS,31.8,-81.4,40,2024-08-06 12:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,TS,32.0,-81.1,40,2024-08-06 18:00:00,Tropical Storm (34-63 knots)
3,AL042024,DEBBY,SS,31.9,-80.4,40,2024-08-07 00:00:00,Subtropical Storm (>34 knots)
3,AL042024,DEBBY,SS,31.8,-79.7,45,2024-08-07 06:00:00,Subtropical Storm (>34 knots)
3,AL042024,DEBBY,SS,32.2,-79.3,50,2024-08-07 12:00:00,Subtropical Storm (>34 knots)
3,AL042024,DEBBY,SS,32.5,-79.2,50,2024-08-07 18:00:00,Subtropical Storm (>34 knots)
3,AL042024,DEBBY,SS,32.7,-79.4,45,2024-08-08 00:00:00,Subtropical Storm (>34 knots)
3,AL042024,DEBBY,SS,33.0,-79.6,40,2024-08-08 06:00:00,Subtropical Storm (>34 knots)
3,AL042024,DEBBY,SS,33.7,-80.0,40,2024-08-08 12:00:00,Subtropical Storm (>34 knots)
3,AL042024,DEBBY,SS,34.6,-80.3,40,2024-08-08 18:00:00,Subtropical Storm (>34 knots)
3,AL042024,DEBBY,EX,49.4,-64.7,35,2024-08-10 12:00:00,Extratropical Cyclone
3,AL042024,DEBBY,EX,50.0,-59.5,35,2024-08-10 18:00:00,Extratropical Cyclone
3,AL052024,ERNESTO,TS,15.9,-56.6,35,2024-08-12 18:00:00,Tropical Storm (34-63 knots)
3,AL052024,ERNESTO,TS,16.0,-58.6,35,2024-08-13 00:00:00,Tropical Storm (34-63 knots)
3,AL052024,ERNESTO,TS,16.1,-60.5,35,2024-08-13 06:00:00,Tropical Storm (34-63 knots)
3,AL052024,ERNESTO,TS,16.4,-61.4,35,2024-08-13 09:40:00,Tropical Storm (34-63 knots)
3,AL052024,ERNESTO,TS,16.6,-62.0,40,2024-08-13 12:00:00,Tropical Storm (34-63 knots)
3,AL052024,ERNESTO,TS,16.7,-62.2,40,2024-08-13 12:50:00,Tropical Storm (34-63 knots)
6,AL202023,TAMMY,HU,23.1,-63.1,65,2023-10-24 06:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,HU,23.6,-62.6,65,2023-10-24 12:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,HU,24.0,-62.0,65,2023-10-24 18:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,HU,24.5,-61.2,75,2023-10-25 00:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,HU,25.1,-60.4,85,2023-10-25 06:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,HU,26.1,-59.4,95,2023-10-25 12:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,HU,27.5,-58.3,85,2023-10-25 18:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,HU,29.1,-57.8,80,2023-10-26 00:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,HU,30.0,-58.3,75,2023-10-26 06:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,HU,30.5,-58.8,70,2023-10-26 12:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,HU,31.0,-59.5,65,2023-10-26 18:00:00,Hurricane (>64 knots)
6,AL202023,TAMMY,TS,31.5,-60.1,60,2023-10-27 00:00:00,Tropical Storm (34-63 knots)
6,AL202023,TAMMY,TS,31.8,-60.6,55,2023-10-27 06:00:00,Tropical Storm (34-63 knots)
6,AL202023,TAMMY,TS,32.0,-61.0,55,2023-10-27 12:00:00,Tropical Storm (34-63 knots)
6,AL202023,TAMMY,TS,32.3,-61.4,55,2023-10-27 18:00:00,Tropical Storm (34-63 knots)
6,AL202023,TAMMY,TS,32.6,-61.5,50,2023-10-28 00:00:00,Tropical Storm (34-63 knots)
6,AL202023,TAMMY,TS,32.9,-61.0,45,2023-10-28 06:00:00,Tropical Storm (34-63 knots)
6,AL202023,TAMMY,TS,33.1,-59.5,45,2023-10-28 12:00:00,Tropical Storm (34-63 knots)
6,AL202023,TAMMY,TS,33.3,-58.0,40,2023-10-28 18:00:00,Tropical Storm (34-63 knots)
6,AL202023,TAMMY,LO,32.8,-56.1,35,2023-10-29 00:00:00,Low (not tropical/subtropical/extratropical)
6,AL202023,TAMMY,LO,32.6,-54.3,35,2023-10-29 06:00:00,Low (not tropical/subtropical/extratropical)
6,AL202023,TAMMY,LO,31.8,-52.5,35,2023-10-29 12:00:00,Low (not tropical/subtropical/extratropical)
6,AL202023,TAMMY,LO,30.9,-50.9,35,2023-10-29 18:00:00,Low (not tropical/subtropical/extratropical)
8,AL172024,PATTY,SS,40.6,-36.5,45,2024-11-01 18:00:00,Subtropical Storm (>34 knots)
8,AL172024,PATTY,SS,40.6,-35.4,45,2024-11-02 00:00:00,Subtropical Storm (>34 knots)
8,AL172024,PATTY,SS,40.3,-34.6,50,2024-11-02 06:00:00,Subtropical Storm (>34 knots)
8,AL172024,PATTY,SS,39.4,-33.3,55,2024-11-02 12:00:00,Subtropical Storm (>34 knots)
8,AL172024,PATTY,SS,38.4,-31.6,55,2024-11-02 18:00:00,Subtropical Storm (>34 knots)
8,AL172024,PATTY,SS,37.9,-29.2,50,2024-11-03 00:00:00,Subtropical Storm (>34 knots)
8,AL172024,PATTY,SS,37.7,-27.0,45,2024-11-03 06:00:00,Subtropical Storm (>34 knots)
8,AL172024,PATTY,TS,37.5,-25.1,40,2024-11-03 12:00:00,Tropical Storm (34-63 knots)
8,AL172024,PATTY,TS,37.4,-23.3,40,2024-11-03 18:00:00,Tropical Storm (34-63 knots)
8,AL172024,PATTY,TS,37.6,-21.3,40,2024-11-04 00:00:00,Tropical Storm (34-63 knots)
8,AL172024,PATTY,TS,37.9,-19.2,35,2024-11-04 06:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,TS,15.1,-76.4,35,2024-11-04 18:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,TS,15.8,-76.9,40,2024-11-05 00:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,TS,16.6,-77.6,45,2024-11-05 06:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,TS,17.5,-78.3,50,2024-11-05 12:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,TS,18.5,-79.1,60,2024-11-05 18:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,HU,19.4,-80.0,70,2024-11-06 00:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,20.1,-80.9,80,2024-11-06 06:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,21.0,-81.6,90,2024-11-06 12:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,22.0,-82.3,100,2024-11-06 18:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,22.7,-82.7,100,2024-11-06 21:15:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,23.1,-83.2,95,2024-11-07 00:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,23.8,-84.1,90,2024-11-07 06:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,24.3,-84.9,90,2024-11-07 12:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,24.6,-85.7,90,2024-11-07 18:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,24.6,-86.6,90,2024-11-08 00:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,24.4,-87.6,105,2024-11-08 06:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,24.4,-88.4,95,2024-11-08 12:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,24.6,-89.1,80,2024-11-08 18:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,HU,24.7,-89.7,65,2024-11-09 00:00:00,Hurricane (>64 knots)
8,AL182024,RAFAEL,TS,24.8,-90.5,55,2024-11-09 06:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,TS,25.0,-91.2,50,2024-11-09 12:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,TS,25.3,-91.5,45,2024-11-09 18:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,TS,25.6,-91.7,40,2024-11-10 00:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,TS,25.9,-91.9,35,2024-11-10 06:00:00,Tropical Storm (34-63 knots)
8,AL182024,RAFAEL,LO,26.1,-91.9,35,2024-11-10 12:00:00,Low (not tropical/subtropical/extratropical)
8,AL192024,SARA,TS,15.8,-82.2,35,2024-11-14 12:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,15.8,-83.1,35,2024-11-14 18:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,15.7,-84.0,40,2024-11-15 00:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,15.8,-84.3,40,2024-11-15 01:20:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,16.0,-85.0,40,2024-11-15 06:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,16.1,-85.6,45,2024-11-15 12:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,16.1,-86.1,45,2024-11-15 18:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,16.1,-86.1,45,2024-11-16 00:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,16.2,-86.2,40,2024-11-16 06:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,16.2,-86.4,40,2024-11-16 12:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,16.3,-86.8,35,2024-11-16 18:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,16.4,-87.1,35,2024-11-17 00:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,16.5,-87.5,35,2024-11-17 06:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,16.8,-87.9,35,2024-11-17 12:00:00,Tropical Storm (34-63 knots)
8,AL192024,SARA,TS,17.0,-88.3,35,2024-11-17 14:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,37.8,-40.9,35,2023-07-18 00:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,36.8,-39.9,35,2023-07-18 06:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,36.0,-39.4,35,2023-07-18 12:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,35.3,-39.2,35,2023-07-18 18:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,34.6,-39.1,35,2023-07-19 00:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,34.2,-39.1,35,2023-07-19 06:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,33.9,-39.3,35,2023-07-19 12:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,33.8,-39.9,40,2023-07-19 18:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,33.8,-40.6,45,2023-07-20 00:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,34.0,-41.3,45,2023-07-20 06:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,34.3,-42.2,40,2023-07-20 12:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,34.5,-43.3,40,2023-07-20 18:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,34.6,-44.2,40,2023-07-21 00:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,35.0,-45.1,40,2023-07-21 06:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,35.4,-46.0,45,2023-07-21 12:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,36.2,-47.0,45,2023-07-21 18:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,36.9,-48.2,45,2023-07-22 00:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,37.7,-49.3,45,2023-07-22 06:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,38.5,-49.9,55,2023-07-22 12:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,HU,39.5,-50.1,65,2023-07-22 18:00:00,Hurricane (>64 knots)
12,AL052023,DON,HU,40.7,-49.9,65,2023-07-23 00:00:00,Hurricane (>64 knots)
12,AL052023,DON,TS,42.0,-49.4,60,2023-07-23 06:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,43.3,-48.5,55,2023-07-23 12:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,44.7,-47.3,50,2023-07-23 18:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,TS,45.9,-45.7,45,2023-07-24 00:00:00,Tropical Storm (34-63 knots)
12,AL052023,DON,LO,46.7,-44.1,40,2023-07-24 06:00:00,Low (not tropical/subtropical/extratropical)
12,AL052023,DON,LO,47.3,-41.9,40,2023-07-24 12:00:00,Low (not tropical/subtropical/extratropical)
12,AL052023,DON,LO,47.8,-39.7,40,2023-07-24 18:00:00,Low (not tropical/subtropical/extratropical)
12,AL052023,DON,LO,48.5,-36.8,35,2023-07-25 00:00:00,Low (not tropical/subtropical/extratropical)
12,AL052023,DON,LO,49.1,-33.7,35,2023-07-25 06:00:00,Low (not tropical/subtropical/extratropical)
16,AL132022,JULIA,TS,12.5,-72.1,35,2022-10-07 12:00:00,Tropical Storm (34-63 knots)
16,AL132022,JULIA,TS,12.8,-73.8,40,2022-10-07 18:00:00,Tropical Storm (34-63 knots)
16,AL132022,JULIA,TS,12.8,-75.5,45,2022-10-08 00:00:00,Tropical Storm (34-63 knots)
16,AL132022,JULIA,TS,12.7,-77.2,50,2022-10-08 06:00:00,Tropical Storm (34-63 knots)
16,AL132022,JULIA,TS,12.7,-78.9,55,2022-10-08 12:00:00,Tropical Storm (34-63 knots)
16,AL132022,JULIA,TS,12.6,-80.5,60,2022-10-08 18:00:00,Tropical Storm (34-63 knots)
16,AL132022,JULIA,HU,12.5,-82.0,65,2022-10-09 00:00:00,Hurricane (>64 knots)
16,AL132022,JULIA,HU,12.4,-83.3,75,2022-10-09 06:00:00,Hurricane (>64 knots)
16,AL132022,JULIA,HU,12.4,-83.6,75,2022-10-09 07:15:00,Hurricane (>64 knots)
16,AL132022,JULIA,HU,12.3,-84.7,65,2022-10-09 12:00:00,Hurricane (>64 knots)
16,AL132022,JULIA,TS,12.3,-86.2,45,2022-10-09 18:00:00,Tropical Storm (34-63 knots)
16,AL132022,JULIA,TS,12.6,-87.6,40,2022-10-10 00:00:00,Tropical Storm (34-63 knots)
16,AL132022,JULIA,TS,13.1,-88.8,35,2022-10-10 06:00:00,Tropical Storm (34-63 knots)
16,AL132022,JULIA,TS,13.6,-89.7,35,2022-10-10 11:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,19.6,-94.5,35,2022-10-11 18:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,20.2,-94.8,35,2022-10-12 00:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,20.9,-94.9,35,2022-10-12 06:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,21.5,-94.8,40,2022-10-12 12:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,22.0,-94.6,50,2022-10-12 18:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,22.4,-94.3,50,2022-10-13 00:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,22.4,-94.3,45,2022-10-13 06:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,21.9,-94.0,45,2022-10-13 12:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,21.3,-93.6,40,2022-10-13 18:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,20.9,-93.0,40,2022-10-14 00:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,20.3,-92.6,35,2022-10-14 06:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,19.8,-92.6,35,2022-10-14 12:00:00,Tropical Storm (34-63 knots)
16,AL142022,KARL,TS,19.4,-92.6,35,2022-10-14 18:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,DB,8.3,-50.5,35,2022-06-27 18:00:00,Disturbance
17,AL022022,BONNIE,DB,8.7,-52.2,35,2022-06-28 00:00:00,Disturbance
17,AL022022,BONNIE,DB,9.1,-54.2,35,2022-06-28 06:00:00,Disturbance
17,AL022022,BONNIE,DB,9.6,-56.5,35,2022-06-28 12:00:00,Disturbance
17,AL022022,BONNIE,DB,10.2,-58.9,35,2022-06-28 18:00:00,Disturbance
17,AL022022,BONNIE,DB,10.7,-61.6,35,2022-06-29 00:00:00,Disturbance
17,AL022022,BONNIE,DB,11.1,-64.0,35,2022-06-29 06:00:00,Disturbance
17,AL022022,BONNIE,DB,11.4,-66.2,35,2022-06-29 12:00:00,Disturbance
17,AL022022,BONNIE,DB,11.7,-68.0,35,2022-06-29 18:00:00,Disturbance
17,AL022022,BONNIE,DB,11.9,-69.7,35,2022-06-30 00:00:00,Disturbance
17,AL022022,BONNIE,DB,12.0,-71.4,35,2022-06-30 06:00:00,Disturbance
17,AL022022,BONNIE,DB,12.0,-73.1,35,2022-06-30 12:00:00,Disturbance
17,AL022022,BONNIE,DB,12.0,-74.9,35,2022-06-30 18:00:00,Disturbance
17,AL022022,BONNIE,DB,11.9,-76.7,35,2022-07-01 00:00:00,Disturbance
17,AL022022,BONNIE,TS,11.6,-78.5,35,2022-07-01 06:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,11.3,-80.2,35,2022-07-01 12:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,11.2,-81.8,40,2022-07-01 18:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,10.9,-83.1,50,2022-07-02 00:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,11.0,-83.8,50,2022-07-02 03:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,11.1,-84.5,40,2022-07-02 06:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,11.2,-85.9,35,2022-07-02 12:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,11.2,-87.4,45,2022-07-02 18:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,11.2,-88.9,50,2022-07-03 00:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,11.5,-90.4,50,2022-07-03 06:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,11.8,-91.9,55,2022-07-03 12:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,TS,12.2,-93.4,60,2022-07-03 18:00:00,Tropical Storm (34-63 knots)
17,AL022022,BONNIE,HU,12.9,-94.9,65,2022-07-04 00:00:00,Hurricane (>64 knots)
17,AL022022,BONNIE,HU,13.4,-96.6,70,2022-07-04 06:00:00,Hurricane (>64 knots)
17,AL022022,BONNIE,HU,13.6,-98.2,75,2022-07-04 12:00:00,Hurricane (>64 knots)
17,AL022022,BONNIE,HU,13.8,-99.6,85,2022-07-04 18:00:00,Hurricane (>64 knots)
17,AL022022,BONNIE,HU,14.4,-100.9,90,2022-07-05 00:00:00,Hurricane (>64 knots)
17,AL022022,BONNIE,HU,14.9,-102.4,95,2022-07-05 06:00:00,Hurricane (>64 knots)
17,AL022022,BONNIE,HU,15.1,-103.8,100,2022-07-05 12:00:00,Hurricane (>64 knots)
17,AL022022,BONNIE,HU,15.4,-105.1,95,2022-07-05 18:00:00,Hurricane (>64 knots)
17,AL022022,BONNIE,HU,15.6,-106.4,90,2022-07-06 00:00:00,Hurricane (>64 knots)
17,AL022022,BONNIE,HU,15.8,-107.6,85,2022-07-06 06:00:00,Hurricane (>64 knots)
17,AL032022,COLIN,TS,32.4,-80.5,35,2022-07-01 23:30:00,Tropical Storm (34-63 knots)
17,AL032022,COLIN,TS,32.5,-80.4,35,2022-07-02 00:00:00,Tropical Storm (34-63 knots)
17,AL032022,COLIN,TS,33.0,-79.9,35,2022-07-02 06:00:00,Tropical Storm (34-63 knots)
17,AL032022,COLIN,TS,33.4,-79.4,35,2022-07-02 12:00:00,Tropical Storm (34-63 knots)
18,AL142021,NICHOLAS,TS,25.9,-96.7,50,2021-09-13 12:00:00,Tropical Storm (34-63 knots)
18,AL142021,NICHOLAS,TS,27.0,-96.6,55,2021-09-13 18:00:00,Tropical Storm (34-63 knots)
18,AL142021,NICHOLAS,HU,28.0,-96.2,65,2021-09-14 00:00:00,Hurricane (>64 knots)
18,AL142021,NICHOLAS,HU,28.7,-95.7,65,2021-09-14 05:30:00,Hurricane (>64 knots)
18,AL142021,NICHOLAS,HU,28.8,-95.7,65,2021-09-14 06:00:00,Hurricane (>64 knots)
18,AL142021,NICHOLAS,TS,29.3,-95.4,50,2021-09-14 12:00:00,Tropical Storm (34-63 knots)
18,AL142021,NICHOLAS,TS,29.6,-94.9,35,2021-09-14 18:00:00,Tropical Storm (34-63 knots)
18,AL152021,ODETTE,TS,35.9,-72.7,35,2021-09-17 18:00:00,Tropical Storm (34-63 knots)
18,AL152021,ODETTE,TS,36.8,-71.4,40,2021-09-18 00:00:00,Tropical Storm (34-63 knots)
18,AL152021,ODETTE,TS,37.6,-70.1,40,2021-09-18 06:00:00,Tropical Storm (34-63 knots)
18,AL152021,ODETTE,EX,38.3,-68.3,40,2021-09-18 12:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,38.7,-66.2,40,2021-09-18 18:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,39.2,-64.1,45,2021-09-19 00:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,39.9,-61.9,45,2021-09-19 06:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,41.1,-59.4,45,2021-09-19 12:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,42.7,-56.6,50,2021-09-19 18:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,44.1,-54.1,55,2021-09-20 00:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,45.0,-51.6,55,2021-09-20 06:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,44.7,-49.7,50,2021-09-20 12:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,44.2,-48.1,50,2021-09-20 18:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,43.2,-46.6,50,2021-09-21 00:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,41.8,-45.4,50,2021-09-21 06:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,40.4,-43.8,45,2021-09-21 12:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,39.9,-41.9,45,2021-09-21 18:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,40.2,-40.1,45,2021-09-22 00:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,41.3,-39.9,45,2021-09-22 06:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,42.4,-40.2,45,2021-09-22 12:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,43.5,-40.8,40,2021-09-22 18:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,44.1,-41.2,40,2021-09-23 00:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,44.2,-41.8,40,2021-09-23 06:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,44.1,-42.4,40,2021-09-23 12:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,43.8,-42.0,35,2021-09-23 18:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,44.1,-41.4,35,2021-09-24 00:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,44.1,-41.0,35,2021-09-24 06:00:00,Extratropical Cyclone
18,AL152021,ODETTE,EX,43.6,-40.5,35,2021-09-24 12:00:00,Extratropical Cyclone
18,AL152021,ODETTE,LO,42.7,-40.0,35,2021-09-24 18:00:00,Low (not tropical/subtropical/extratropical)
18,AL152021,ODETTE,LO,41.6,-39.4,35,2021-09-25 00:00:00,Low (not tropical/subtropical/extratropical)
18,AL152021,ODETTE,LO,40.3,-38.7,35,2021-09-25 06:00:00,Low (not tropical/subtropical/extratropical)
18,AL152021,ODETTE,LO,38.9,-38.0,35,2021-09-25 12:00:00,Low (not tropical/subtropical/extratropical)
18,AL152021,ODETTE,LO,37.3,-38.1,35,2021-09-25 18:00:00,Low (not tropical/subtropical/extratropical)
18,AL152021,ODETTE,LO,35.8,-38.6,35,2021-09-26 00:00:00,Low (not tropical/subtropical/extratropical)
18,AL162021,PETER,TS,16.8,-54.4,35,2021-09-19 06:00:00,Tropical Storm (34-63 knots)
18,AL162021,PETER,TS,17.3,-55.8,40,2021-09-19 12:00:00,Tropical Storm (34-63 knots)
